id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	APOE+ FIB|APOE+ FIB	APOE+ FIB|CD40LG+ TC	APOE+ FIB|COL11A1+ FIB	APOE+ FIB|FBN1+ FIB	APOE+ FIB|Inflam. DC	APOE+ FIB|Inflam. FIB	APOE+ FIB|Inflam. TC	APOE+ FIB|LC	APOE+ FIB|NKT	APOE+ FIB|TC	APOE+ FIB|cDC1	APOE+ FIB|cDC2	CD40LG+ TC|APOE+ FIB	CD40LG+ TC|CD40LG+ TC	CD40LG+ TC|COL11A1+ FIB	CD40LG+ TC|FBN1+ FIB	CD40LG+ TC|Inflam. DC	CD40LG+ TC|Inflam. FIB	CD40LG+ TC|Inflam. TC	CD40LG+ TC|LC	CD40LG+ TC|NKT	CD40LG+ TC|TC	CD40LG+ TC|cDC1	CD40LG+ TC|cDC2	COL11A1+ FIB|APOE+ FIB	COL11A1+ FIB|CD40LG+ TC	COL11A1+ FIB|COL11A1+ FIB	COL11A1+ FIB|FBN1+ FIB	COL11A1+ FIB|Inflam. DC	COL11A1+ FIB|Inflam. FIB	COL11A1+ FIB|Inflam. TC	COL11A1+ FIB|LC	COL11A1+ FIB|NKT	COL11A1+ FIB|TC	COL11A1+ FIB|cDC1	COL11A1+ FIB|cDC2	FBN1+ FIB|APOE+ FIB	FBN1+ FIB|CD40LG+ TC	FBN1+ FIB|COL11A1+ FIB	FBN1+ FIB|FBN1+ FIB	FBN1+ FIB|Inflam. DC	FBN1+ FIB|Inflam. FIB	FBN1+ FIB|Inflam. TC	FBN1+ FIB|LC	FBN1+ FIB|NKT	FBN1+ FIB|TC	FBN1+ FIB|cDC1	FBN1+ FIB|cDC2	Inflam. DC|APOE+ FIB	Inflam. DC|CD40LG+ TC	Inflam. DC|COL11A1+ FIB	Inflam. DC|FBN1+ FIB	Inflam. DC|Inflam. DC	Inflam. DC|Inflam. FIB	Inflam. DC|Inflam. TC	Inflam. DC|LC	Inflam. DC|NKT	Inflam. DC|TC	Inflam. DC|cDC1	Inflam. DC|cDC2	Inflam. FIB|APOE+ FIB	Inflam. FIB|CD40LG+ TC	Inflam. FIB|COL11A1+ FIB	Inflam. FIB|FBN1+ FIB	Inflam. FIB|Inflam. DC	Inflam. FIB|Inflam. FIB	Inflam. FIB|Inflam. TC	Inflam. FIB|LC	Inflam. FIB|NKT	Inflam. FIB|TC	Inflam. FIB|cDC1	Inflam. FIB|cDC2	Inflam. TC|APOE+ FIB	Inflam. TC|CD40LG+ TC	Inflam. TC|COL11A1+ FIB	Inflam. TC|FBN1+ FIB	Inflam. TC|Inflam. DC	Inflam. TC|Inflam. FIB	Inflam. TC|Inflam. TC	Inflam. TC|LC	Inflam. TC|NKT	Inflam. TC|TC	Inflam. TC|cDC1	Inflam. TC|cDC2	LC|APOE+ FIB	LC|CD40LG+ TC	LC|COL11A1+ FIB	LC|FBN1+ FIB	LC|Inflam. DC	LC|Inflam. FIB	LC|Inflam. TC	LC|LC	LC|NKT	LC|TC	LC|cDC1	LC|cDC2	NKT|APOE+ FIB	NKT|CD40LG+ TC	NKT|COL11A1+ FIB	NKT|FBN1+ FIB	NKT|Inflam. DC	NKT|Inflam. FIB	NKT|Inflam. TC	NKT|LC	NKT|NKT	NKT|TC	NKT|cDC1	NKT|cDC2	TC|APOE+ FIB	TC|CD40LG+ TC	TC|COL11A1+ FIB	TC|FBN1+ FIB	TC|Inflam. DC	TC|Inflam. FIB	TC|Inflam. TC	TC|LC	TC|NKT	TC|TC	TC|cDC1	TC|cDC2	cDC1|APOE+ FIB	cDC1|CD40LG+ TC	cDC1|COL11A1+ FIB	cDC1|FBN1+ FIB	cDC1|Inflam. DC	cDC1|Inflam. FIB	cDC1|Inflam. TC	cDC1|LC	cDC1|NKT	cDC1|TC	cDC1|cDC1	cDC1|cDC2	cDC2|APOE+ FIB	cDC2|CD40LG+ TC	cDC2|COL11A1+ FIB	cDC2|FBN1+ FIB	cDC2|Inflam. DC	cDC2|Inflam. FIB	cDC2|Inflam. TC	cDC2|LC	cDC2|NKT	cDC2|TC	cDC2|cDC1	cDC2|cDC2
CPI-SC074888BE6	WNT16_FZD2_LRP6	simple:Q9UBV4	complex:FZD2_LRP6	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC08DE61392	WNT2_FZD2_LRP6	simple:P09544	complex:FZD2_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC058678C1B	WNT2B_FZD2_LRP6	simple:Q93097	complex:FZD2_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC0EBBD9B59	WNT3_FZD2_LRP6	simple:P56703	complex:FZD2_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC0245AE3FF	WNT4_FZD2_LRP6	simple:P56705	complex:FZD2_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC07D1540F8	WNT5A_FZD2_LRP6	simple:P41221	complex:FZD2_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC066B2A89A	WNT5B_FZD2_LRP6	simple:Q9H1J7	complex:FZD2_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC09D51C7BF	WNT6_FZD2_LRP6	simple:Q9Y6F9	complex:FZD2_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC044BB9279	WNT11_FZD3_LRP5	simple:O96014	complex:FZD3_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC0827E3502	WNT16_FZD3_LRP5	simple:Q9UBV4	complex:FZD3_LRP5	WNT16		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC0B0BAF8DB	WNT2_FZD3_LRP5	simple:P09544	complex:FZD3_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC066A4E191	WNT3_FZD3_LRP5	simple:P56703	complex:FZD3_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	1.403																																																																																																																																																
CPI-SC0322BA9B5	IGF1_integrin_a6b4_complex	simple:P05019	complex:integrin_a6b4_complex	IGF1		True	False	False	curated	True	Ligand-Receptor	Signaling by Insulin-like growth factor	1.403																																																																																																																																																
CPI-CS077A43ACD	Glutamate_byGLS_and_SLC1A3_GRM2	complex:Glutamate_byGLS_and_SLC1A3	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.403																																																																																																																																																
CPI-SS0E41702C1	IGF1_IGF1R	simple:P05019	simple:P08069	IGF1	IGF1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Insulin-like growth factor	1.403																																																																																																																																																
CPI-SC0FB36427B	FGF1_integrin_aVb3_complex	simple:P05230	complex:integrin_aVb3_complex	FGF1		True	False	False	curated	True	Ligand-Receptor	Signaling by Fibroblast growth factor	1.403																																																																																																																																																
CPI-SC0F72E9E4E	FGF2_integrin_aVb3_complex	simple:P09038	complex:integrin_aVb3_complex	FGF2		True	False	False	curated	True	Ligand-Receptor	Signaling by Fibroblast growth factor	1.403																																																																																																																																																
CPI-SC0D3D23FAA	IGF1_integrin_aVb3_complex	simple:P05019	complex:integrin_aVb3_complex	IGF1		True	False	False	curated	True	Ligand-Receptor	Signaling by Insulin-like growth factor	1.403																																																																																																																																																
CPI-SC0C4FD0754	PLAUR_integrin_aVb3_complex	simple:Q03405	complex:integrin_aVb3_complex	PLAUR		True	True	False	curated	True	Receptor-Receptor	Signaling by Plasminogen Activator	1.403																																																																																																																																																
CPI-SC0F0AC498A	THY1_integrin_aVb3_complex	simple:P04216	complex:integrin_aVb3_complex	THY1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by antigen THY1	1.403																																																																																																																																																
CPI-SC060FE7871	VWF_integrin_aVb3_complex	simple:P04275	complex:integrin_aVb3_complex	VWF		True	False	False	curated	True	Ligand-Receptor	Signaling by von Willebrand factor	1.403																																																																																																																																																
CPI-SC0A6D5D2B1	MMP2_integrin_aVb3_complex	simple:P08253	complex:integrin_aVb3_complex	MMP2		True	False	False	curated	True	Ligand-Receptor		1.403																																																																																																																																																
CPI-SC042AD06C6	OMD_integrin_aVb3_complex	simple:Q99983	complex:integrin_aVb3_complex	OMD		True	False	False	curated	True	Ligand-Receptor		1.403																																																																																																																																																
CPI-SS0C4261737	GJC1_GJA1	simple:P36383	simple:P17302	GJC1	GJA1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	1.403																																																																																																																																																
CPI-SS0CEFF4625	GJC1_GJC1	simple:P36383	simple:P36383	GJC1	GJC1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	1.403																																																																																																																																																
CPI-SC0943ECD6E	ICAM2_integrin_aLb2_complex	simple:P13598	complex:integrin_aLb2_complex	ICAM2		False	False	False	curated	True	Ligand-Receptor	Adhesion by ICAM	1.403																																																																																																																																																
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	JAM2	JAM3	True	False	False	curated	False	Adhesion-Adhesion	Adhesion by JAM	1.403																																																																																																																																																
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	JAM3	JAM3	True	False	False	curated	False	Adhesion-Adhesion	Adhesion by JAM	1.403																																																																																																																																																
CPI-SC030C83222	L1CAM_pL1:Ezrin	simple:P32004	complex:pL1:Ezrin	L1CAM		False	False	True	curated	False	Ligand-Receptor	Adhesion by L1CAM	1.403																																																																																																																																																
CPI-SC0A5BCC92E	FCER2_integrin_aVb3_complex	simple:P06734	complex:integrin_aVb3_complex	FCER2		True	True	False	curated	True	Receptor-Receptor	Signaling by FC receptor	1.403																																																																																																																																																
CPI-SC0EB9B5460	L1CAM_integrin_a9b1_complex	simple:P32004	complex:integrin_a9b1_complex	L1CAM		False	False	False	curated	True	Ligand-Receptor	Adhesion by L1CAM	1.403																																																																																																																																																
CPI-SC0B5F57CE1	TNC_integrin_a9b1_complex	simple:P24821	complex:integrin_a9b1_complex	TNC		True	False	False	curated	True	Ligand-Receptor	Adhesion by tenascin	1.403																																																																																																																																																
CPI-SC061E89E41	VCAM1_integrin_a9b1_complex	simple:P19320	complex:integrin_a9b1_complex	VCAM1		False	False	False	curated	True	Ligand-Receptor	Adhesion by VCAM	1.403																																																																																																																																																
CPI-SS0ACD487F0	L1CAM_L1CAM	simple:P32004	simple:P32004	L1CAM	L1CAM	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by L1CAM	1.403																																																																																																																																																
CPI-SS0A5AFF451	CHL1_L1CAM	simple:O00533	simple:P32004	CHL1	L1CAM	True	False	False	curated	False	Adhesion-Adhesion		1.403																																																																																																																																																
CPI-SC024FAED24	LAMC1_integrin_a6b1_complex	simple:P11047	complex:integrin_a6b1_complex	LAMC1		True	False	False	curated	True	Ligand-Receptor	Adhesion by Laminin	1.403																																																																																																																																																
CPI-SC03FF6E42F	LAMC1_integrin_a7b1_complex	simple:P11047	complex:integrin_a7b1_complex	LAMC1		True	False	False	curated	True	Ligand-Receptor	Adhesion by Laminin	1.403																																																																																																																																																
CPI-CS05357F38C	Adenosine_byNT5E_and_SLC29A1_ADORA2B	complex:Adenosine_byNT5E_and_SLC29A1	simple:P29275		ADORA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	1.403																																																																																																																																																
CPI-CS0D17EA793	Adenosine_byNT5E_and_SLC29A3_ADORA2B	complex:Adenosine_byNT5E_and_SLC29A3	simple:P29275		ADORA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	1.403																																																																																																																																																
CPI-SS08C884E97	ENTPD1_ADORA2B	simple:P49961	simple:P29275	ENTPD1	ADORA2B	False	False	True	curated	False	Ligand-Receptor	Signaling by Ectonucleoside	1.403																																																																																																																																																
CPI-CS04C3CEB1B	Adrenaline_byPNMT_and_SLC18A2_ADRA1B	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P35368		ADRA1B	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.403																																																																																																																																																
CPI-CS0D33FF37B	Epinephrine_byPNMT_ADRA1B	complex:Epinephrine_byPNMT	simple:P35368		ADRA1B	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	1.403																																																																																																																																																
CPI-CS00979A178	Adrenaline_byPNMT_and_SLC18A2_ADRA2A	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P08913		ADRA2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.403																																																																																																																																																
CPI-CS0AB9AD0C3	Epinephrine_byPNMT_ADRA2A	complex:Epinephrine_byPNMT	simple:P08913		ADRA2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	1.403																																																																																																																																																
CPI-CS0CCD9D09E	Adrenaline_byPNMT_and_SLC18A2_ADRA2B	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P18089		ADRA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.403																																																																																																																																																
CPI-SC069FF84F5	SPP1_integrin_a9b1_complex	simple:P10451	complex:integrin_a9b1_complex	SPP1		True	False	False	curated	True	Ligand-Receptor	Adhesion by Osteopontin	1.403																																																																																																																																																
CPI-CS07947C107	Epinephrine_byPNMT_ADRA2B	complex:Epinephrine_byPNMT	simple:P18089		ADRA2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Epinephrine	1.403																																																																																																																																																
CPI-SC045FE8A01	VTN_integrin_aVb3_complex	simple:P04004	complex:integrin_aVb3_complex	VTN		True	False	False	curated	True	Ligand-Receptor	Adhesion by Vitronectin	1.403																																																																																																																																																
CPI-SC021D4420C	TNC_integrin_aVb3_complex	simple:P24821	complex:integrin_aVb3_complex	TNC		True	False	False	curated	True	Ligand-Receptor	Adhesion by tenascin	1.403																																																																																																																																																
CPI-SS0DD3733E8	CLSTN1_NRXN3	simple:O94985	simple:Q9HDB5	CLSTN1	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	1.403																																																																																																																																																
CPI-SS01A7DC3C1	CLSTN2_NRXN3	simple:Q9H4D0	simple:Q9HDB5	CLSTN2	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	1.403																																																																																																																																																
CPI-SS0180FFBED	CLSTN3_NRXN3	simple:Q9BQT9	simple:Q9HDB5	CLSTN3	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	1.403																																																																																																																																																
CPI-SS0C0329180	LRRTM2_NRXN3	simple:O43300	simple:Q9HDB5	LRRTM2	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.403																																																																																																																																																
CPI-SS0731F750C	NLGN1_NRXN3	simple:Q8N2Q7	simple:Q9HDB5	NLGN1	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.403																																																																																																																																																
CPI-SS0C12FCB93	NLGN2_NRXN3	simple:Q8NFZ4	simple:Q9HDB5	NLGN2	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.403																																																																																																																																																
CPI-SS0F9118AB4	NLGN4X_NRXN3	simple:Q8N0W4	simple:Q9HDB5	NLGN4X	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.403																																																																																																																																																
CPI-SS0837C7966	NLGN4Y_NRXN3	simple:Q8NFZ3	simple:Q9HDB5	NLGN4Y	NRXN3	False	False	False	curated	False	Ligand-Receptor		1.403																																																																																																																																																
CPI-SC0149E8473	FN1_integrin_a2Bb3_complex	simple:P02751	complex:integrin_a2Bb3_complex	FN1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Fibronectin	1.403																																																																																																																																																
CPI-SC088D2EEF4	L1CAM_integrin_a2Bb3_complex	simple:P32004	complex:integrin_a2Bb3_complex	L1CAM		False	False	False	curated	True	Ligand-Receptor	Adhesion by L1CAM	1.403																																																																																																																																																
CPI-SC0D085D655	THBS1_integrin_a2Bb3_complex	simple:P07996	complex:integrin_a2Bb3_complex	THBS1		False	False	False	curated	True	Ligand-Receptor	Adhesion by Thrombospondin	1.403																																																																																																																																																
CPI-SC0EA162039	VTN_integrin_a2Bb3_complex	simple:P04004	complex:integrin_a2Bb3_complex	VTN		True	False	False	curated	True	Ligand-Receptor	Adhesion by Vitronectin	1.403																																																																																																																																																
CPI-SC0AFB661A4	CD40LG_integrin_a2Bb3_complex	simple:P29965	complex:integrin_a2Bb3_complex	CD40LG		True	False	False	curated	True	Ligand-Receptor		1.403																																																																																																																																																
CPI-SC071B77A18	JAM3_integrin_aMb2_complex	simple:Q9BX67	complex:integrin_aMb2_complex	JAM3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by JAM	1.403																																																																																																																																																
CPI-SC02EA03F82	THBS1_integrin_aVb3_complex	simple:P07996	complex:integrin_aVb3_complex	THBS1		False	False	False	curated	True	Ligand-Receptor	Adhesion by Thrombospondin	1.403																																																																																																																																																
CPI-SC00D92ECAF	FCER2_integrin_aMb2_complex	simple:P06734	complex:integrin_aMb2_complex	FCER2		True	True	False	curated	True	Receptor-Receptor	Signaling by FC receptor	1.403																																																																																																																																																
CPI-SC0542462B9	FCER2_integrin_aXb2_complex	simple:P06734	complex:integrin_aXb2_complex	FCER2		True	True	False	curated	True	Receptor-Receptor	Signaling by FC receptor	1.403																																																																																																																																																
CPI-SC08C485EAE	FN1_integrin_a3b1_complex	simple:P02751	complex:integrin_a3b1_complex	FN1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Fibronectin	1.403																																																																																																																																																
CPI-SC0E5A1BA8E	LAMA3_integrin_a3b1_complex	simple:Q16787	complex:integrin_a3b1_complex	LAMA3		True	False	False	curated	True	Ligand-Receptor	Adhesion by Laminin	1.403																																																																																																																																																
CPI-SC0B80B8591	THBS1_integrin_a3b1_complex	simple:P07996	complex:integrin_a3b1_complex	THBS1		False	False	False	curated	True	Ligand-Receptor	Adhesion by Thrombospondin	1.403																																																																																																																																																
CPI-SC0FA241084	CSPG4_integrin_a3b1_complex	simple:Q6UVK1	complex:integrin_a3b1_complex	CSPG4		False	False	False	curated	True	Ligand-Receptor		1.403																																																																																																																																																
CPI-SC02CB6F5A5	L1CAM_integrin_a5b1_complex	simple:P32004	complex:integrin_a5b1_complex	L1CAM		False	False	False	curated	True	Ligand-Receptor	Adhesion by L1CAM	1.403																																																																																																																																																
CPI-SC04BC5B245	FN1_integrin_a8b1_complex	simple:P02751	complex:integrin_a8b1_complex	FN1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Fibronectin	1.403																																																																																																																																																
CPI-SC09B2D1C63	TNC_integrin_a8b1_complex	simple:P24821	complex:integrin_a8b1_complex	TNC		True	False	False	curated	True	Ligand-Receptor	Adhesion by tenascin	1.403																																																																																																																																																
CPI-SC01D9AD677	L1CAM_integrin_aVb1_complex	simple:P32004	complex:integrin_aVb1_complex	L1CAM		False	False	False	curated	True	Ligand-Receptor	Adhesion by L1CAM	1.403																																																																																																																																																
CPI-SC0717E21B0	VTN_integrin_aVb1_complex	simple:P04004	complex:integrin_aVb1_complex	VTN		True	False	False	curated	True	Ligand-Receptor	Adhesion by Vitronectin	1.403																																																																																																																																																
CPI-SC06D7BD0F6	FN1_integrin_aVb3_complex	simple:P02751	complex:integrin_aVb3_complex	FN1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Fibronectin	1.403																																																																																																																																																
CPI-SC0FCA446B5	L1CAM_integrin_aVb3_complex	simple:P32004	complex:integrin_aVb3_complex	L1CAM		False	False	False	curated	True	Ligand-Receptor	Adhesion by L1CAM	1.403																																																																																																																																																
CPI-SC07763D025	LAMC1_integrin_aVb3_complex	simple:P11047	complex:integrin_aVb3_complex	LAMC1		True	False	False	curated	True	Ligand-Receptor	Adhesion by Laminin	1.403																																																																																																																																																
CPI-SC03E67206C	SPP1_integrin_aVb3_complex	simple:P10451	complex:integrin_aVb3_complex	SPP1		True	False	False	curated	True	Ligand-Receptor	Adhesion by Osteopontin	1.403																																																																																																																																																
CPI-SC0329DFA42	GP1BA_integrin_aMb2_complex	simple:P07359	complex:integrin_aMb2_complex	GP1BA		False	False	False	curated	True	Ligand-Receptor		1.403																																																																																																																																																
CPI-SS0D9DE7106	DAG1_NRXN3	simple:Q14118	simple:Q9HDB5	DAG1	NRXN3	True	True	False	curated	False	Ligand-Receptor		1.403																																																																																																																																																
CPI-CS08E4B4F26	Adrenaline_byPNMT_and_SLC18A2_ADRB1	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P08588		ADRB1	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.403																																																																																																																																																
CPI-CS09B74556F	Adrenaline_byPNMT_and_SLC18A2_ADRB2	complex:Adrenaline_byPNMT_and_SLC18A2	simple:P07550		ADRB2	True	False	True	curated	False	Ligand-Receptor	Signaling by Adrenaline	1.403																																																																																																																																																
CPI-CS007D418BE	2arachidonoylglycerol_byDAGLB_CNR1	complex:2arachidonoylglycerol_byDAGLB	simple:P21554		CNR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.403																																																																																																																																																
CPI-CS045C37E64	2arachidonoylglycerol_byDAGLA_GPR55	complex:2arachidonoylglycerol_byDAGLA	simple:Q9Y2T6		GPR55	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.403																																																																																																																																																
CPI-CS01F7D06F1	2arachidonoylglycerol_byDAGLB_GPR55	complex:2arachidonoylglycerol_byDAGLB	simple:Q9Y2T6		GPR55	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.403																																																																																																																																																
CPI-SS0EDD4928A	NGF_NGFR	simple:P01138	simple:P08138	NGF	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Beta-nerve growth factor	1.403																																																																																																																																																
CPI-SS0E4E83C2E	BDNF_NGFR	simple:P23560	simple:P08138	BDNF	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	1.403																																																																																																																																																
CPI-SS0AEAEEECB	NTF3_NGFR	simple:P20783	simple:P08138	NTF3	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	1.403																																																																																																																																																
CPI-SS081A36E07	CD80_NGFR	simple:P33681	simple:P08138	CD80	NGFR	False	True	True	curated	False	Ligand-Receptor		1.403																																																																																																																																																
CPI-SS0DD9B3D49	NGF_SORT1	simple:P01138	simple:Q99523	NGF	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Beta-nerve growth factor	1.403																																																																																																																																																
CPI-SS09A36B221	BDNF_SORT1	simple:P23560	simple:Q99523	BDNF	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	1.403																																																																																																																																																
CPI-SC0C403F032	BMP2_BMPR1B_BMPR2	simple:P12643	complex:BMPR1B_BMPR2	BMP2		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC07F8BC578	BMP4_BMPR1B_BMPR2	simple:P12644	complex:BMPR1B_BMPR2	BMP4		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC08AB23320	BMP5_BMPR1B_BMPR2	simple:P22003	complex:BMPR1B_BMPR2	BMP5		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC0DDF53DDB	BMP6_BMPR1B_BMPR2	simple:P22004	complex:BMPR1B_BMPR2	BMP6		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC0DA028FF9	BMP7_BMPR1B_BMPR2	simple:P18075	complex:BMPR1B_BMPR2	BMP7		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-CS03629A52A	2arachidonoylglycerol_byDAGLA_CNR1	complex:2arachidonoylglycerol_byDAGLA	simple:P21554		CNR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	1.403																																																																																																																																																
CPI-SC090BF166F	GDF6_BMPR1B_BMPR2	simple:Q6KF10	complex:BMPR1B_BMPR2	GDF6		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.403																																																																																																																																																
CPI-SC052486D3E	BMP4_BMR1A_ACR2A	simple:P12644	complex:BMR1A_ACR2A	BMP4		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC09FC5131F	BMP5_BMR1A_ACR2A	simple:P22003	complex:BMR1A_ACR2A	BMP5		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC0C97FACEA	BMP6_BMR1A_ACR2A	simple:P22004	complex:BMR1A_ACR2A	BMP6		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC0BACF0481	BMP7_BMR1A_ACR2A	simple:P18075	complex:BMR1A_ACR2A	BMP7		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC00694A66B	GDF6_BMR1A_ACR2A	simple:Q6KF10	complex:BMR1A_ACR2A	GDF6		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.403																																																																																																																																																
CPI-SC05FF723A3	BMP2_BMR1B_AVR2A	simple:P12643	complex:BMR1B_AVR2A	BMP2		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC00DB2B867	BMP4_BMR1B_AVR2A	simple:P12644	complex:BMR1B_AVR2A	BMP4		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC00CF68ED3	BMP5_BMR1B_AVR2A	simple:P22003	complex:BMR1B_AVR2A	BMP5		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC0C676F3BE	BMP6_BMR1B_AVR2A	simple:P22004	complex:BMR1B_AVR2A	BMP6		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC0D389E644	BMP7_BMR1B_AVR2A	simple:P18075	complex:BMR1B_AVR2A	BMP7		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC0E5E4119C	GDF6_BMR1B_AVR2A	simple:Q6KF10	complex:BMR1B_AVR2A	GDF6		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.403																																																																																																																																																
CPI-SC04266947A	BMP2_BMR1A_AVR2B	simple:P12643	complex:BMR1A_AVR2B	BMP2		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC01D95B14C	BMP4_BMR1A_AVR2B	simple:P12644	complex:BMR1A_AVR2B	BMP4		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC09E264612	BMP5_BMR1A_AVR2B	simple:P22003	complex:BMR1A_AVR2B	BMP5		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
CPI-SC0464F1C6E	BMP2_BMR1A_ACR2A	simple:P12643	complex:BMR1A_ACR2A	BMP2		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	1.403																																																																																																																																																
