id_interaction,id_cp_interaction,source,annotation_strategy,is_ppi,curator,directionality,classification,unique_int,ligand,from,receptor,to
1555,CPI-CS013ADF74E,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q9P2U7_Q14832,O94925_Q9P2U7,Glutamate_byGLS_and_SLC17A7,Q14832,GRM3
1556,CPI-CS01EA6FC47,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q8NDX2_Q14832,O94925_Q8NDX2,Glutamate_byGLS_and_SLC17A8,Q14832,GRM3
1557,CPI-CS035E3DC49,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43005_Q14832,O94925_P43005,Glutamate_byGLS_and_SLC1A1,Q14832,GRM3
1558,CPI-CS0444827FD,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43004_Q14832,O94925_P43004,Glutamate_byGLS_and_SLC1A2,Q14832,GRM3
1559,CPI-CS0D33309E7,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43003_Q14832,O94925_P43003,Glutamate_byGLS_and_SLC1A3,Q14832,GRM3
1560,CPI-CS0C43745D6,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P48664_Q14832,O94925_P48664,Glutamate_byGLS_and_SLC1A6,Q14832,GRM3
1561,CPI-CS0D67AEEF8,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O00341_O94925_Q14832,O00341_O94925,Glutamate_byGLS_and_SLC1A7,Q14832,GRM3
1562,CPI-CS00469C577,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q9P2U8_Q9UI32_Q14832,Q9P2U8_Q9UI32,Glutamate_byGLS2_and_SLC17A6,Q14832,GRM3
1563,CPI-CS0AE7F1FB9,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q9P2U7_Q9UI32_Q14832,Q9P2U7_Q9UI32,Glutamate_byGLS2_and_SLC17A7,Q14832,GRM3
1564,CPI-CS0A5B00FEC,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q8NDX2_Q9UI32_Q14832,Q8NDX2_Q9UI32,Glutamate_byGLS2_and_SLC17A8,Q14832,GRM3
1565,CPI-CS081D8412E,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43005_Q9UI32_Q14832,P43005_Q9UI32,Glutamate_byGLS2_and_SLC1A1,Q14832,GRM3
1566,CPI-CS01E5D0183,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43004_Q9UI32_Q14832,P43004_Q9UI32,Glutamate_byGLS2_and_SLC1A2,Q14832,GRM3
1567,CPI-CS05D1E58B4,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43003_Q9UI32_Q14832,P43003_Q9UI32,Glutamate_byGLS2_and_SLC1A3,Q14832,GRM3
1568,CPI-CS0554D19E3,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P48664_Q9UI32_Q14832,P48664_Q9UI32,Glutamate_byGLS2_and_SLC1A6,Q14832,GRM3
1569,CPI-CS0F4182DEF,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O00341_Q9UI32_Q14832,O00341_Q9UI32,Glutamate_byGLS2_and_SLC1A7,Q14832,GRM3
1570,CPI-CS0ACB62C99,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q9P2U8_Q14833,O94925_Q9P2U8,Glutamate_byGLS_and_SLC17A6,Q14833,GRM4
1571,CPI-CS092F9D032,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q9P2U7_Q14833,O94925_Q9P2U7,Glutamate_byGLS_and_SLC17A7,Q14833,GRM4
1572,CPI-CS03479D25E,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q8NDX2_Q14833,O94925_Q8NDX2,Glutamate_byGLS_and_SLC17A8,Q14833,GRM4
1573,CPI-CS08648BDFD,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43005_Q14833,O94925_P43005,Glutamate_byGLS_and_SLC1A1,Q14833,GRM4
1574,CPI-CS0FA9C25E9,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43004_Q14833,O94925_P43004,Glutamate_byGLS_and_SLC1A2,Q14833,GRM4
1575,CPI-CS071698505,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43003_Q14833,O94925_P43003,Glutamate_byGLS_and_SLC1A3,Q14833,GRM4
1576,CPI-CS07AF8702D,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P48664_Q14833,O94925_P48664,Glutamate_byGLS_and_SLC1A6,Q14833,GRM4
1577,CPI-CS0EF654316,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O00341_O94925_Q14833,O00341_O94925,Glutamate_byGLS_and_SLC1A7,Q14833,GRM4
1578,CPI-CS0ED1ED131,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q9P2U8_Q9UI32_Q14833,Q9P2U8_Q9UI32,Glutamate_byGLS2_and_SLC17A6,Q14833,GRM4
1579,CPI-CS09CFDCF78,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q9P2U7_Q9UI32_Q14833,Q9P2U7_Q9UI32,Glutamate_byGLS2_and_SLC17A7,Q14833,GRM4
1580,CPI-CS00323BD9A,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q8NDX2_Q9UI32_Q14833,Q8NDX2_Q9UI32,Glutamate_byGLS2_and_SLC17A8,Q14833,GRM4
1581,CPI-CS0041BE443,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43005_Q9UI32_Q14833,P43005_Q9UI32,Glutamate_byGLS2_and_SLC1A1,Q14833,GRM4
1582,CPI-CS0D7A1419D,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43004_Q9UI32_Q14833,P43004_Q9UI32,Glutamate_byGLS2_and_SLC1A2,Q14833,GRM4
1583,CPI-CS0591372DE,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43003_Q9UI32_Q14833,P43003_Q9UI32,Glutamate_byGLS2_and_SLC1A3,Q14833,GRM4
1584,CPI-CS0DB067721,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P48664_Q9UI32_Q14833,P48664_Q9UI32,Glutamate_byGLS2_and_SLC1A6,Q14833,GRM4
1585,CPI-CS071CB03F7,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O00341_Q9UI32_Q14833,O00341_Q9UI32,Glutamate_byGLS2_and_SLC1A7,Q14833,GRM4
1586,CPI-CS02BEC2C34,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q9P2U8_P41594,O94925_Q9P2U8,Glutamate_byGLS_and_SLC17A6,P41594,GRM5
1587,CPI-CS065936301,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q9P2U7_P41594,O94925_Q9P2U7,Glutamate_byGLS_and_SLC17A7,P41594,GRM5
1588,CPI-CS094459C68,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q8NDX2_P41594,O94925_Q8NDX2,Glutamate_byGLS_and_SLC17A8,P41594,GRM5
1589,CPI-CS0EECB890E,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43005_P41594,O94925_P43005,Glutamate_byGLS_and_SLC1A1,P41594,GRM5
1590,CPI-CS04A0AEE4C,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43004_P41594,O94925_P43004,Glutamate_byGLS_and_SLC1A2,P41594,GRM5
1591,CPI-CS0305D24F6,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43003_P41594,O94925_P43003,Glutamate_byGLS_and_SLC1A3,P41594,GRM5
1592,CPI-CS0A5376E7A,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P48664_P41594,O94925_P48664,Glutamate_byGLS_and_SLC1A6,P41594,GRM5
1593,CPI-CS002ECD5B1,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O00341_O94925_P41594,O00341_O94925,Glutamate_byGLS_and_SLC1A7,P41594,GRM5
1594,CPI-CS0159C4BD7,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q9P2U8_Q9UI32_P41594,Q9P2U8_Q9UI32,Glutamate_byGLS2_and_SLC17A6,P41594,GRM5
1595,CPI-CS0BA5C6CCB,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q9P2U7_Q9UI32_P41594,Q9P2U7_Q9UI32,Glutamate_byGLS2_and_SLC17A7,P41594,GRM5
1596,CPI-CS0A5C5F9DF,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q8NDX2_Q9UI32_P41594,Q8NDX2_Q9UI32,Glutamate_byGLS2_and_SLC17A8,P41594,GRM5
1597,CPI-CS05B11F2F4,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43005_Q9UI32_P41594,P43005_Q9UI32,Glutamate_byGLS2_and_SLC1A1,P41594,GRM5
1598,CPI-CS06CD4A71F,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43004_Q9UI32_P41594,P43004_Q9UI32,Glutamate_byGLS2_and_SLC1A2,P41594,GRM5
1599,CPI-CS03D684E7D,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43003_Q9UI32_P41594,P43003_Q9UI32,Glutamate_byGLS2_and_SLC1A3,P41594,GRM5
1600,CPI-CS0F106270D,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P48664_Q9UI32_P41594,P48664_Q9UI32,Glutamate_byGLS2_and_SLC1A6,P41594,GRM5
1601,CPI-CS03B7CB71D,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O00341_Q9UI32_P41594,O00341_Q9UI32,Glutamate_byGLS2_and_SLC1A7,P41594,GRM5
1602,CPI-CS00B52BFC6,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q9P2U8_O15303,O94925_Q9P2U8,Glutamate_byGLS_and_SLC17A6,O15303,GRM6
1603,CPI-CS0A5114B04,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q9P2U7_O15303,O94925_Q9P2U7,Glutamate_byGLS_and_SLC17A7,O15303,GRM6
1604,CPI-CS07B0A120C,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q8NDX2_O15303,O94925_Q8NDX2,Glutamate_byGLS_and_SLC17A8,O15303,GRM6
1605,CPI-CS0A1A5DA91,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43005_O15303,O94925_P43005,Glutamate_byGLS_and_SLC1A1,O15303,GRM6
1606,CPI-CS0B90BEB16,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43004_O15303,O94925_P43004,Glutamate_byGLS_and_SLC1A2,O15303,GRM6
1607,CPI-CS002D05AD7,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43003_O15303,O94925_P43003,Glutamate_byGLS_and_SLC1A3,O15303,GRM6
1608,CPI-CS020F306DA,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P48664_O15303,O94925_P48664,Glutamate_byGLS_and_SLC1A6,O15303,GRM6
1609,CPI-CS070154D3B,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O00341_O94925_O15303,O00341_O94925,Glutamate_byGLS_and_SLC1A7,O15303,GRM6
1610,CPI-CS02A9283E5,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q9P2U8_Q9UI32_O15303,Q9P2U8_Q9UI32,Glutamate_byGLS2_and_SLC17A6,O15303,GRM6
1611,CPI-CS0EC6271ED,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q9P2U7_Q9UI32_O15303,Q9P2U7_Q9UI32,Glutamate_byGLS2_and_SLC17A7,O15303,GRM6
1612,CPI-CS0B8F51188,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q8NDX2_Q9UI32_O15303,Q8NDX2_Q9UI32,Glutamate_byGLS2_and_SLC17A8,O15303,GRM6
1613,CPI-CS05610B89F,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43005_Q9UI32_O15303,P43005_Q9UI32,Glutamate_byGLS2_and_SLC1A1,O15303,GRM6
1614,CPI-CS055AEE574,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43004_Q9UI32_O15303,P43004_Q9UI32,Glutamate_byGLS2_and_SLC1A2,O15303,GRM6
1615,CPI-CS09698412B,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43003_Q9UI32_O15303,P43003_Q9UI32,Glutamate_byGLS2_and_SLC1A3,O15303,GRM6
1616,CPI-CS0764E52B3,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P48664_Q9UI32_O15303,P48664_Q9UI32,Glutamate_byGLS2_and_SLC1A6,O15303,GRM6
1617,CPI-CS03DC684EF,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O00341_Q9UI32_O15303,O00341_Q9UI32,Glutamate_byGLS2_and_SLC1A7,O15303,GRM6
1618,CPI-CS040CBA095,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q9P2U8_Q14831,O94925_Q9P2U8,Glutamate_byGLS_and_SLC17A6,Q14831,GRM7
1619,CPI-CS0F37D7476,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q9P2U7_Q14831,O94925_Q9P2U7,Glutamate_byGLS_and_SLC17A7,Q14831,GRM7
1620,CPI-CS0CDD9F86D,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q8NDX2_Q14831,O94925_Q8NDX2,Glutamate_byGLS_and_SLC17A8,Q14831,GRM7
1621,CPI-CS093EF3F47,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43005_Q14831,O94925_P43005,Glutamate_byGLS_and_SLC1A1,Q14831,GRM7
1622,CPI-CS007136501,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43004_Q14831,O94925_P43004,Glutamate_byGLS_and_SLC1A2,Q14831,GRM7
1623,CPI-CS09F74FD39,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43003_Q14831,O94925_P43003,Glutamate_byGLS_and_SLC1A3,Q14831,GRM7
1624,CPI-CS07EF8D9C2,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P48664_Q14831,O94925_P48664,Glutamate_byGLS_and_SLC1A6,Q14831,GRM7
1625,CPI-CS0F4C33641,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O00341_O94925_Q14831,O00341_O94925,Glutamate_byGLS_and_SLC1A7,Q14831,GRM7
1626,CPI-CS0D542DC14,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q9P2U8_Q9UI32_Q14831,Q9P2U8_Q9UI32,Glutamate_byGLS2_and_SLC17A6,Q14831,GRM7
1627,CPI-CS004BB0890,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q9P2U7_Q9UI32_Q14831,Q9P2U7_Q9UI32,Glutamate_byGLS2_and_SLC17A7,Q14831,GRM7
1628,CPI-CS00B734C46,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q8NDX2_Q9UI32_Q14831,Q8NDX2_Q9UI32,Glutamate_byGLS2_and_SLC17A8,Q14831,GRM7
1629,CPI-CS00061350E,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43005_Q9UI32_Q14831,P43005_Q9UI32,Glutamate_byGLS2_and_SLC1A1,Q14831,GRM7
1630,CPI-CS0975DD44D,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43004_Q9UI32_Q14831,P43004_Q9UI32,Glutamate_byGLS2_and_SLC1A2,Q14831,GRM7
1631,CPI-CS0EFE72F4B,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43003_Q9UI32_Q14831,P43003_Q9UI32,Glutamate_byGLS2_and_SLC1A3,Q14831,GRM7
1632,CPI-CS09E87611A,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P48664_Q9UI32_Q14831,P48664_Q9UI32,Glutamate_byGLS2_and_SLC1A6,Q14831,GRM7
1633,CPI-CS083EC4342,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O00341_Q9UI32_Q14831,O00341_Q9UI32,Glutamate_byGLS2_and_SLC1A7,Q14831,GRM7
1634,CPI-CS054C4533B,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q9P2U8_O00222,O94925_Q9P2U8,Glutamate_byGLS_and_SLC17A6,O00222,GRM8
1635,CPI-CS007F02C96,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q9P2U7_O00222,O94925_Q9P2U7,Glutamate_byGLS_and_SLC17A7,O00222,GRM8
1636,CPI-CS008F12179,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_Q8NDX2_O00222,O94925_Q8NDX2,Glutamate_byGLS_and_SLC17A8,O00222,GRM8
1637,CPI-CS0BEF05FE2,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43005_O00222,O94925_P43005,Glutamate_byGLS_and_SLC1A1,O00222,GRM8
1638,CPI-CS0B9E5E3DB,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43004_O00222,O94925_P43004,Glutamate_byGLS_and_SLC1A2,O00222,GRM8
1639,CPI-CS017089111,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P43003_O00222,O94925_P43003,Glutamate_byGLS_and_SLC1A3,O00222,GRM8
1640,CPI-CS08910752E,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O94925_P48664_O00222,O94925_P48664,Glutamate_byGLS_and_SLC1A6,O00222,GRM8
1641,CPI-CS0279E4E92,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O00341_O94925_O00222,O00341_O94925,Glutamate_byGLS_and_SLC1A7,O00222,GRM8
1642,CPI-CS04F89F4C0,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q9P2U8_Q9UI32_O00222,Q9P2U8_Q9UI32,Glutamate_byGLS2_and_SLC17A6,O00222,GRM8
1643,CPI-CS00A95D069,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q9P2U7_Q9UI32_O00222,Q9P2U7_Q9UI32,Glutamate_byGLS2_and_SLC17A7,O00222,GRM8
1644,CPI-CS01BC2C4FF,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,Q8NDX2_Q9UI32_O00222,Q8NDX2_Q9UI32,Glutamate_byGLS2_and_SLC17A8,O00222,GRM8
1645,CPI-CS0A14FBC54,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43005_Q9UI32_O00222,P43005_Q9UI32,Glutamate_byGLS2_and_SLC1A1,O00222,GRM8
1646,CPI-CS0A2EDD507,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43004_Q9UI32_O00222,P43004_Q9UI32,Glutamate_byGLS2_and_SLC1A2,O00222,GRM8
1647,CPI-CS0947C60AA,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P43003_Q9UI32_O00222,P43003_Q9UI32,Glutamate_byGLS2_and_SLC1A3,O00222,GRM8
1648,CPI-CS0270ABC42,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,P48664_Q9UI32_O00222,P48664_Q9UI32,Glutamate_byGLS2_and_SLC1A6,O00222,GRM8
1649,CPI-CS0180815DB,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glutamate,O00341_Q9UI32_O00222,O00341_Q9UI32,Glutamate_byGLS2_and_SLC1A7,O00222,GRM8
1650,CPI-CC013523ED0,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glycine,P34896_Q9Y345_P23415_P48167,P34896_Q9Y345,Glycine_bySHMT1_and_SLC6A5,P23415_P48167,Glycine_a1b_complex
1651,CPI-CC038A555FC,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glycine,P34896_P48067_P23415_P48167,P34896_P48067,Glycine_bySHMT1_and_SLC6A9,P23415_P48167,Glycine_a1b_complex
1652,CPI-CC014456804,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glycine,P34897_Q9Y345_P23415_P48167,P34897_Q9Y345,Glycine_bySHMT2_and_SLC6A5,P23415_P48167,Glycine_a1b_complex
1653,CPI-CC00045ECF5,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glycine,P34897_P48067_P23415_P48167,P34897_P48067,Glycine_bySHMT2_and_SLC6A9,P23415_P48167,Glycine_a1b_complex
1654,CPI-CC0DE37C04C,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glycine,P34896_Q9Y345_P23416,P34896_Q9Y345,Glycine_bySHMT1_and_SLC6A5,P23416,Glycine_a2_complex
1655,CPI-CC054A40212,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glycine,P34896_P48067_P23416,P34896_P48067,Glycine_bySHMT1_and_SLC6A9,P23416,Glycine_a2_complex
1656,CPI-CC0F959FD6A,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glycine,P34897_Q9Y345_P23416,P34897_Q9Y345,Glycine_bySHMT2_and_SLC6A5,P23416,Glycine_a2_complex
1657,CPI-CC0EA1D60C5,uniprot;reactome;IUPHAR,curated,FALSE,JCranley,Ligand-Receptor,Signaling by Glycine,P34897_P48067_P23416,P34897_P48067,Glycine_bySHMT2_and_SLC6A9,P23416,Glycine_a2_complex
1658,CPI-SS0AE964947,uniprot,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Growth arrest,Q14393_P30530,Q14393,GAS6,P30530,AXL
1659,CPI-SS0BDA0E5E0,uniprot,curated,TRUE,MCSanchoSerra,Ligand-Receptor,Signaling by Growth arrest,Q14393_Q06418,Q14393,GAS6,Q06418,TYRO3
1660,CPI-SS0E9F23560,uniprot,curated,TRUE,MCSanchoSerra,Ligand-Receptor,NA,O00294_Q06418,O00294,TULP1,Q06418,TYRO3
1661,CPI-SC007562F49,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,P27539_P36896_Q13705,P27539,GDF1,P36896_Q13705,ACVR_1B2B_receptor
1662,CPI-SC0A86600AA,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,P55107_P36896_Q13705,P55107,GDF10,P36896_Q13705,ACVR_1B2B_receptor
1663,CPI-SC0002A7A8F,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,O95390_P36896_Q13705,O95390,GDF11,P36896_Q13705,ACVR_1B2B_receptor
1664,CPI-SC01987CF29,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,Q9NR23_P36896_Q13705,Q9NR23,GDF3,P36896_Q13705,ACVR_1B2B_receptor
1665,CPI-SC0CC98A4B4,PMID:22710174,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Growth differentiation factor,O14793_P36896_Q13705,O14793,MSTN,P36896_Q13705,ACVR_1B2B_receptor
1666,CPI-CC0E6BCEC26,PMID:22710174;PMID:22991378,curated,TRUE,RVentoTormo,Ligand-Receptor,Signaling by Inhibin/Activin,P08476_P09529_P36896_Q13705,P08476_P09529,Activin_ligand_ab,P36896_Q13705,ACVR_1B2B_receptor
1667,CPI-SC0FDDA8A63,PMID:22710174;PMID:22991378,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Inhibin/Activin,P05111_P36896_Q13705,P05111,INHA,P36896_Q13705,ACVR_1B2B_receptor
1668,CPI-CC04553E312,PMID:22710174;PMID:22991378,curated,TRUE,LGarciaAlonso,Ligand-Receptor,Signaling by Inhibin/Activin,P05111_P08476_P36896_Q13705,P05111_P08476,Inhibin_ligand_A,P36896_Q13705,ACVR_1B2B_receptor
